api,language,knowledge_type,post_id,post,contain_knowledge
IllegalArgumentException,Kotlin,directive,77274546,"<p>This is currently not documented – or anyway I couldn't find any documentation – so it's surprisingly hard to find an answer but from what I observed/found:</p>
<ul>
<li><code>@Suppress(&quot;all&quot;)</code> is defined by Detekt: <a href=""https://detekt.dev/docs/introduction/suppressing-rules/"" rel=""nofollow noreferrer"">https://detekt.dev/docs/introduction/suppressing-rules/</a></li>
<li>The Kotlin compiler gives you an indication of the value you should use if you want to suppress a specific warning (e.g., <code>@Suppress(&quot;KotlinConstantConditions&quot;)</code>)</li>
<li>Apparently, <code>@Suppress(&quot;warnings&quot;)</code> disables all warnings, but couldn't find any documentation on this</li>
</ul>
",0
IllegalArgumentException,Kotlin,directive,58549996,"<p>Since Kotlin 1.2, there is already a function for that.</p>

<p>You can use the function: <code>isInitialized</code> <a href=""https://kotlinlang.org/api/latest/jvm/stdlib/kotlin/is-initialized.html"" rel=""nofollow noreferrer"">docs</a></p>

<p>Code example:</p>

<pre><code>lateinit var key: String

fun useKey() {
    check(::key.isInitialized) { ""The field 'key' must be initialized"" }
    // use key safely
}
</code></pre>

<p><strong>Note:</strong> <code>check</code> will throw an IllegalStateException if the variable is not initialized.</p>
",0
IllegalArgumentException,Kotlin,directive,69577350,"<p>Checking nullable boolean against <code>true</code> or <code>false</code> is an <a href=""https://kotlinlang.org/docs/idioms.html#nullable-boolean"" rel=""nofollow noreferrer"">&quot;official&quot; Kotlin idiom</a>:</p>
<blockquote>
<h3>Nullable Boolean</h3>
<pre><code>val b: Boolean? = ... 
if (b == true) {
    ... 
} else {
    // `b` is false or null 
}
</code></pre>
</blockquote>
<p>Here is <a href=""https://discuss.kotlinlang.org/t/is-the-idiom-for-checking-nullable-booleans-helpful/8238"" rel=""nofollow noreferrer"">the relevant discussion</a> regarding the idiom, including opinions for and against it.</p>
",0
IllegalArgumentException,Kotlin,directive,64028609,"<p>Kotlin is a lot more expressive than a lot of cascading if...</p>
<p>Also, Kollin handles nullity at compile time so IDE should notify you if is null or not.</p>
<p>I tried to rewrite your code because is very undebuggable.
I honestly don't know if it works and if it does the same things (it should but as i saidall those if are difficult to understand) but I find it more readable and debuggable.</p>
<p>Remember that in order to remove all if !=null you can use ?. operator</p>
<p>Hope it helps you to understand Kotlin expressivity</p>
<pre><code>private fun loadAllSKUs() {
    billingClient.takeIf{it.isReady}
    ?.let {
    val params = SkuDetailsParams.newBuilder()
            .setSkusList(skuList)
            .setType(BillingClient.SkuType.INAPP)
            .build()
    billingClient.querySkuDetailsAsync(params) { billingResult, skuDetailsList -&gt;
    skuDetailsList
        ?.takeIf{ billingResult.responseCode === BillingClient.BillingResponseCode.OK &amp;&amp; skuDetailsList.isNotEmpty() }
        ?.filter {it.sku.equals(&quot;product&quot;)}
        ?.forEach { skuDetails -&gt; 
            val result: Purchase.PurchasesResult = billingClient.queryPurchases(BillingClient.SkuType.INAPP)
            val purchases: List&lt;Purchase&gt;? = result.getPurchasesList() as? List&lt;Purchase&gt;
            val isOwned = purchases?.any { it.sku == &quot;product&quot; }?:false
            
            if(!isOwned){
                val billingFlowParams = BillingFlowParams
                        .newBuilder()
                        .setSkuDetails(skuDetails)
                        .build()
                billingClient.launchBillingFlow(skuDetails@ActivityClass, billingFlowParams)
                }
            }
        }
    }
</code></pre>
",0
IllegalArgumentException,Kotlin,directive,62318185,"<p>More idiomatic way to apply constrains in Kotlin is to use <a href=""https://kotlinlang.org/api/latest/jvm/stdlib/kotlin/require.html"" rel=""noreferrer""><code>require</code></a> function:</p>

<pre><code>data class TotallyMadeUpClass(val username: String) {
    init {
        require(username.length &gt; 10) { ""Length must be greater than 10"" }
        // ...
    }
}
</code></pre>

<p>It throws an <strong>IllegalArgumentException</strong> if the value is <strong>false</strong>.</p>
",1
IllegalArgumentException,Kotlin,directive,74887779,"<p>Well, it is kinda suggesting what you have to do:</p>
<blockquote>
<p>&quot;Only safe (?.) or non-null asserted (!!.) calls are allowed on a nullable reciever&quot;</p>
</blockquote>
<p>Means that whatever variable you are using, might be null.
So if you tried running</p>
<pre class=""lang-kotlin prettyprint-override""><code>(activity as MainActivity?).enableButtons(buttonState)
</code></pre>
<p>this might end up as:</p>
<pre class=""lang-kotlin prettyprint-override""><code>null.enableButtons(buttonState)
</code></pre>
<p>which (you may already know) will cause a crash</p>
<p>All kotlin is asking for is an alternative (when the variable is in fact <code>null</code>) or a &quot;promise&quot; that the variable is not null (!!)</p>
<p>A simple fix would be just to use:</p>
<pre><code>(activity as MainActivity?)!!.enableButtons(buttonState)
</code></pre>
<p>or just remove <code>?</code> after <code>MainActivity</code></p>
<p>(more on <code>.?</code> and <code>!!</code> you can find here: <a href=""https://stackoverflow.com/questions/44536114/whats-the-difference-between-and-in-kotlin"">What&#39;s the difference between !! and ? in Kotlin?</a>)</p>
",0
IllegalArgumentException,Kotlin,directive,66511427,"<p>The question is, what do you want to do if your variable is null? If you want to throw an exception, go with <code>require</code> or <code>check</code> as @hotkey suggested.</p>
<p>However I have the case where I just want to return if the value is null. So I wrote myself a little helper function that allows for this:</p>
<pre><code>private inline fun &lt;T&gt; T?.exitIfNull(exitBlock: () -&gt; Nothing): T {
    if (this == null)
        exitBlock()
    else
        return this
}
</code></pre>
<p>You can call this function as follows:</p>
<pre><code>val (a, b) = variable?.run {
    1 to 2
}.exitIfNull {
    return
}
</code></pre>
<p>A nice little use of the <code>Nothing</code> keyword in Kotlin that I personally find quite fascinating</p>
",0
IllegalArgumentException,Kotlin,directive,59151072,"<p>Kotlin, unlike Java and many other languages, requires that you explicitly identify a nullable value as nullable or it will throw up a compiler error (as you've discovered). This is done to prevent the dreaded NullPointerException, an effect of the so-called <a href=""https://medium.com/@hinchman_amanda/null-pointer-references-the-billion-dollar-mistake-1e616534d485"" rel=""nofollow noreferrer"">billion dollar mistake</a> (programmers the world over forgetting to check for null before assuming a variable's value is not null, and causing a NPE).</p>

<p>There are three ways to go about handling what you're asking about in Kotlin, and it boils down to a stylistic preference on your part plus a bit about how much code is conditioned upon the null/non-null status of the value. The methods all incorporate a null check.</p>

<p>For purposes of this answer, I'll assume if the latitude property is null, you want to throw an error. But one great thing about explicit nullability in Kotlin is it forces you to think about how you actually want to handle null values (is it an error that halts your code? do you plug in a default value and continue your code? etc.)</p>

<p>First, you can use the traditional <code>if/else</code>. For personal aesthetic reasons, I tend not to use this in Kotlin. I just enjoy using the other methods because they're ""new"" to me, coming from C-like languages, where if/else is old hat.</p>

<pre><code>val myVal: Location? = someValue

if(myVal == null) {
   throw IllegalStateException(""myVal is null"")
} else {
   /* handle the non-null case(s) */
}
</code></pre>

<p>Second, you can use one of the Kotlin <a href=""https://medium.com/@elye.project/mastering-kotlin-standard-functions-run-with-let-also-and-apply-9cd334b0ef84"" rel=""nofollow noreferrer"">scoping functions</a> (they are all used in subtly different ways but are interchangeable for the purposes of your question).</p>

<p><code>myValue.let</code> tells Kotlin to stick <code>myValue</code> into the following code block but renamed to <code>it</code>. But <code>myValue?.let</code> tells Kotlin to do this <em>only if myValue is non-null</em>. If myValue is null, the block of code following <code>let</code> will not execute. If you put a <code>?:</code> and some code after the block of code, that will be run if myValue is null:</p>

<pre><code>val myVal: Location? = someValue

myVal?.let { location -&gt;
   /* handle the non-null case */
} ?: throw IllegalStateException(""myVal is null"")
</code></pre>

<p>In the above, <code>throw ...</code> only executes if myVal is null. If myVal is non-null, it will not throw.</p>

<p>The third option is similar to the second:</p>

<pre><code>val myVal: Location? = someValue

myVal ?: throw IllegalStateException(""myVal is null"")

/* now handle the non-null case */
</code></pre>

<p>Remember the <code>?:</code> from above? That's it again, and it operates the same way: if <code>myVal</code> is null, it will execute what comes to the right of it. In this case, a throw. If this were in a function, you could also do <code>myVal ?: return someDefaultValue</code> for example.</p>

<p>It operates as a type guard and ensures that for any subsequent code, myVal <em>cannot</em> be null (because myVal is immutable and we've now determined it's not null).</p>
",0
IllegalArgumentException,Kotlin,directive,59290179,"<p>As per your comment, you said you are using <code>KotlinTest</code>.</p>

<p>In KotlinTest, I believe you can use <a href=""https://github.com/kotlintest/kotlintest/blob/master/doc/reference.md#soft-assertions"" rel=""nofollow noreferrer""><code>assertSoftly</code></a> for the behavior you want:</p>

<blockquote>
  <p>Normally, assertions like shouldBe throw an exception when they fail. But sometimes you want to perform multiple assertions in a test, and would like to see all of the assertions that failed. KotlinTest provides the assertSoftly function for this purpose.</p>

<pre><code>assertSoftly {
  foo shouldBe bar
  foo should contain(baz)
}
</code></pre>
  
  <p>If any assertions inside the block failed, the test will continue to run. All failures will be reported in a single exception at the end of the block.</p>
</blockquote>

<p>And then, we can convert your test to use <code>assertSoftly</code>:</p>

<pre><code>assertSoftly {
    success shouldBe true
    shouldNotThrowAny {
        verify(exactly = 1) { mock.methodcall(any()) }
    }
}
</code></pre>

<p>It's necessary to wrap <code>verify</code> in <code>shouldNotThrowAny</code> to make <code>assertSoftly</code> aware of it when it throws an exception</p>
",0
IllegalArgumentException,Kotlin,directive,57320458,"<p>It's because kotlin Null-Safety is kick in when reading the following code:</p>

<pre><code>val lat: String = sharedPref.getString(""MyKey"", ""Default"")
</code></pre>

<p>if you visit the <a href=""https://android.googlesource.com/platform/frameworks/base/+/3e7d977/core/java/android/content/SharedPreferences.java"" rel=""noreferrer"">SharedPreferences</a> code, you can see the <a href=""https://android.googlesource.com/platform/frameworks/base/+/3e7d977/core/java/android/content/SharedPreferences.java#257"" rel=""noreferrer"">following code</a>:</p>

<pre><code>@Nullable
String getString(String key, @Nullable String defValue);
</code></pre>

<p>which is give us a probability to use null as <code>defValue</code> parameter. So, Kotlin try to guard it and give you the matching error:</p>

<blockquote>
  <p>""Type mismatch. Required String, found String?""</p>
</blockquote>

<p>You can fix the problem by enabling nullable for your String variable with:</p>

<pre><code>val lat: String? = sharedPref.getString(""MyKey"", ""Default"")
</code></pre>

<p>though this against <a href=""https://kotlinlang.org/docs/reference/null-safety.html"" rel=""noreferrer"">Kotlin type system purpose</a>:</p>

<blockquote>
  <p>Kotlin's type system is aimed at eliminating the danger of null references from code, also known as the The Billion Dollar Mistake.</p>
</blockquote>
",0
IllegalArgumentException,Kotlin,pattern,69577350,"<p>Checking nullable boolean against <code>true</code> or <code>false</code> is an <a href=""https://kotlinlang.org/docs/idioms.html#nullable-boolean"" rel=""nofollow noreferrer"">&quot;official&quot; Kotlin idiom</a>:</p>
<blockquote>
<h3>Nullable Boolean</h3>
<pre><code>val b: Boolean? = ... 
if (b == true) {
    ... 
} else {
    // `b` is false or null 
}
</code></pre>
</blockquote>
<p>Here is <a href=""https://discuss.kotlinlang.org/t/is-the-idiom-for-checking-nullable-booleans-helpful/8238"" rel=""nofollow noreferrer"">the relevant discussion</a> regarding the idiom, including opinions for and against it.</p>
",0
IllegalArgumentException,Kotlin,pattern,77274546,"<p>This is currently not documented – or anyway I couldn't find any documentation – so it's surprisingly hard to find an answer but from what I observed/found:</p>
<ul>
<li><code>@Suppress(&quot;all&quot;)</code> is defined by Detekt: <a href=""https://detekt.dev/docs/introduction/suppressing-rules/"" rel=""nofollow noreferrer"">https://detekt.dev/docs/introduction/suppressing-rules/</a></li>
<li>The Kotlin compiler gives you an indication of the value you should use if you want to suppress a specific warning (e.g., <code>@Suppress(&quot;KotlinConstantConditions&quot;)</code>)</li>
<li>Apparently, <code>@Suppress(&quot;warnings&quot;)</code> disables all warnings, but couldn't find any documentation on this</li>
</ul>
",0
IllegalArgumentException,Kotlin,pattern,58549996,"<p>Since Kotlin 1.2, there is already a function for that.</p>

<p>You can use the function: <code>isInitialized</code> <a href=""https://kotlinlang.org/api/latest/jvm/stdlib/kotlin/is-initialized.html"" rel=""nofollow noreferrer"">docs</a></p>

<p>Code example:</p>

<pre><code>lateinit var key: String

fun useKey() {
    check(::key.isInitialized) { ""The field 'key' must be initialized"" }
    // use key safely
}
</code></pre>

<p><strong>Note:</strong> <code>check</code> will throw an IllegalStateException if the variable is not initialized.</p>
",0
IllegalArgumentException,Kotlin,pattern,62318185,"<p>More idiomatic way to apply constrains in Kotlin is to use <a href=""https://kotlinlang.org/api/latest/jvm/stdlib/kotlin/require.html"" rel=""noreferrer""><code>require</code></a> function:</p>

<pre><code>data class TotallyMadeUpClass(val username: String) {
    init {
        require(username.length &gt; 10) { ""Length must be greater than 10"" }
        // ...
    }
}
</code></pre>

<p>It throws an <strong>IllegalArgumentException</strong> if the value is <strong>false</strong>.</p>
",1
IllegalArgumentException,Kotlin,pattern,74887779,"<p>Well, it is kinda suggesting what you have to do:</p>
<blockquote>
<p>&quot;Only safe (?.) or non-null asserted (!!.) calls are allowed on a nullable reciever&quot;</p>
</blockquote>
<p>Means that whatever variable you are using, might be null.
So if you tried running</p>
<pre class=""lang-kotlin prettyprint-override""><code>(activity as MainActivity?).enableButtons(buttonState)
</code></pre>
<p>this might end up as:</p>
<pre class=""lang-kotlin prettyprint-override""><code>null.enableButtons(buttonState)
</code></pre>
<p>which (you may already know) will cause a crash</p>
<p>All kotlin is asking for is an alternative (when the variable is in fact <code>null</code>) or a &quot;promise&quot; that the variable is not null (!!)</p>
<p>A simple fix would be just to use:</p>
<pre><code>(activity as MainActivity?)!!.enableButtons(buttonState)
</code></pre>
<p>or just remove <code>?</code> after <code>MainActivity</code></p>
<p>(more on <code>.?</code> and <code>!!</code> you can find here: <a href=""https://stackoverflow.com/questions/44536114/whats-the-difference-between-and-in-kotlin"">What&#39;s the difference between !! and ? in Kotlin?</a>)</p>
",0
IllegalArgumentException,Kotlin,pattern,75441047,"<p>In general you avoid situations like this, by reducing the scope of mutability in your code.</p>
<p>The difference between <code>require</code> and <code>check</code> is mostly a convention. They throw different Exceptions, namely <code>IllegalArgumentException</code> and <code>IllegalStateException</code> respectively. As the type of the Exceptions suggest, former is suited for validating the (user) input to a method whereas the latter is designed to check intermediate states during the runtime.
Exceptions in Kotlin should be handled as such, being an <em>Exception</em> that should not occur regularly. See also the <a href=""https://kotlinlang.org/docs/exceptions.html#checked-exceptions"" rel=""nofollow noreferrer"">Kotlin documentation</a> why there are no checked exceptions in Kotlin.</p>
<p>You did not write the name of your surrounding Kotlin class, thus I'll call it <code>Foo</code> for the time being.
Rather than providing a function on <code>Foo</code>, that mutates the internal state of <code>Foo</code>, you could create new instances of <code>Foo</code> based on the <code>Iterable&lt;Int&gt; / Sequence&lt;Int&gt;</code>. This way, you only ever have an <code>Foo</code> object when its in a valid state.</p>
<pre class=""lang-kotlin prettyprint-override""><code>private class Foo(source: Iterable&lt;Int&gt;) {

    private val elementArray = ArrayList&lt;Int&gt;()
    private val moduleCount: Int

    init {
        var internalCount = 0

        for (count in source) {
            require(count &gt; 0)

            elementArray.add(count)
            internalCount += count
        }

        moduleCount = internalCount

        if (elementArray.size % 2 == 1) {
            elementArray.add(0)
        }

        check(elementArray.size % 2 == 0)
        // ...
    }
}
</code></pre>
<p>Alternatively, if you want / need to keep the interface as described in your question but also avoid the invalid state, you could make use of an intermediate copy.
As you're copying the incoming <code>Iterable&lt;Int&gt; / Sequence&lt;Int&gt;</code> into an <code>ArrayList&lt;Int&gt;</code> I assume you're not working with very large collections.</p>
<pre class=""lang-kotlin prettyprint-override""><code>private class Foo(source: Iterable&lt;Int&gt;) {

    private val elementArray = ArrayList&lt;Int&gt;()
    private var moduleCount = 0

    public fun loadElements(source: Iterable&lt;Int&gt;) {
        val internalCopy = ArrayList&lt;Int&gt;()
        for (count in source) {
            require(count &gt;= 0)
            internalCopy.add(count)
        }

        elementArray.clear()
        for (count in internalCopy) {
            elementArray.add(count)
            moduleCount += count
        }
        
        if (elementArray.size % 2 == 1) {
            elementArray.add(0)
        }
        check(elementArray.size % 2 == 0)
        // ...
    }
}
</code></pre>
",1
IllegalArgumentException,Kotlin,pattern,57253683,"<p>I ran into the same issue earlier today. It took me a bit to figure it out.</p>

<p>Based on the error message, the compiler can't infer what type X is. X is a type parameter for the useHandle method, which is meant to specify what type of exception (if any) our HandleConsumer will return. In Kotlin, we represent the HandleConsumer with an anonymous function, so really this type parameter should be whatever exception our lambda might throw. If you take a look at the definition of the useHandle method, it becomes a lot easier to understand what you need to do :).</p>

<p>So, the way to fix this error is to specify an explicit type after useHandle. </p>

<p>This should fix the error:</p>

<pre><code>jdbi.useHandle&lt;Exception&gt; { handle -&gt;
    handle.createQuery(""SELECT count(*) FROM levelmaster WHERE `LevelName` = 'Silver' AND `LevelId` &gt;= :ugradingLevel"")
                            .bind(""ugradingLevel"", ugradingLevel)
                            .mapTo(Int::class.java)                            
                            .findOnly() 
}
</code></pre>

<p>The key difference here is <code>jdbi.useHandle&lt;Exception&gt;{ ...</code> </p>

<p>rather than just <code>jdbi.useHandle{ ...</code></p>

<p>I hope that helps! It definitely tripped me up for a minute too. </p>
",0
IllegalArgumentException,Kotlin,pattern,66511427,"<p>The question is, what do you want to do if your variable is null? If you want to throw an exception, go with <code>require</code> or <code>check</code> as @hotkey suggested.</p>
<p>However I have the case where I just want to return if the value is null. So I wrote myself a little helper function that allows for this:</p>
<pre><code>private inline fun &lt;T&gt; T?.exitIfNull(exitBlock: () -&gt; Nothing): T {
    if (this == null)
        exitBlock()
    else
        return this
}
</code></pre>
<p>You can call this function as follows:</p>
<pre><code>val (a, b) = variable?.run {
    1 to 2
}.exitIfNull {
    return
}
</code></pre>
<p>A nice little use of the <code>Nothing</code> keyword in Kotlin that I personally find quite fascinating</p>
",0
IllegalArgumentException,Kotlin,pattern,76457075,"<p>The difference stems from the fact that Kotlin adds null-checking code.
Check the decompiled source of your test class:</p>
<pre class=""lang-java prettyprint-override""><code>public final class TextUtilsWrapperTest {
  @Test
  public final void testWrapperStatic() {
    Parcel parcel = (Parcel)Mockito.mock(Parcel.class);
    MockedStatic textUtilsWrapperMockedStatic = Mockito.mockStatic(TextUtilsWrapper.class);
    textUtilsWrapperMockedStatic.when(TextUtilsWrapperTest::testWrapperStatic$lambda$0)
      .thenReturn(&quot;hello&quot;);
    Intrinsics.checkNotNullExpressionValue(parcel, &quot;parcel&quot;);
    Assertions.assertEquals(&quot;hello&quot;, TextUtilsWrapper.createFromParcel(parcel));
  }
  
  private static final void testWrapperStatic$lambda$0() {
    Intrinsics.checkNotNullExpressionValue(ArgumentMatchers.any(), &quot;any()&quot;);
    TextUtilsWrapper.createFromParcel((Parcel)ArgumentMatchers.any());
  }
}
</code></pre>
<p>The expected event sequence is:</p>
<ul>
<li>argument matcher is called and registered on stack</li>
<li>mocked method call is intercepted and <code>MockMethodAdvice.handleStatic</code> is called</li>
<li>this calls <code>ArgumentMatcherStorageImpl.pullLocalizedMatchers</code> and clears the matchers stack.</li>
</ul>
<p>See: <a href=""https://stackoverflow.com/questions/22822512/how-do-mockito-matchers-work"">How do Mockito matchers work?</a></p>
<p>Unfortunately, <code>Intrinsics.checkNotNullExpressionValue</code> throws a NullPointerExeption, as <code>ArgumentMatchers.any()</code> returnes null.</p>
<p>This NPE is silently ignored, but mocked method is not called, and thus handleStatic is not called - the matchers stack is not cleared.</p>
<p>The matchers stack is checked upon <code>MockedStaticImpl.when</code> call, and the <code>InvalidUseOfMatchersException</code> is reported.</p>
<p>To solve, use <code>mockito-kotlin</code> provided argument matchers:</p>
<pre><code>/** Matches any object, excluding nulls. */
inline fun &lt;reified T : Any&gt; any(): T {
    return ArgumentMatchers.any(T::class.java) ?: createInstance()
}

/** Matches anything, including nulls. */
inline fun &lt;reified T : Any&gt; anyOrNull(): T {
    return ArgumentMatchers.any&lt;T&gt;() ?: createInstance()
}
</code></pre>
",0
IllegalArgumentException,Kotlin,pattern,61095341,"<p>As @Madhu Bhat mentioned  in comment above, your variable 'x' is still nullable.
You may use your function simply like this:</p>

<pre><code>x.test().length
</code></pre>

<p>Otherwise  you can check for null by following inline function and then perform any functions directly on the variable. (Note the usage of 'contract' and annotations '@ExperimentalContracts')</p>

<pre><code>@ExperimentalContracts
fun &lt;T&gt; T?.notNull(): Boolean {

    contract {
        returns(true) implies (this@notNull != null)
    }

    return this != null
}
</code></pre>

<p>Now you can use this function like this</p>

<pre><code>if(x.notNull()){
  x.length
}
</code></pre>

<p>But its not seems so useful if your using this function just to check nullability.</p>

<p>Check here to know more  about Kotlin <a href=""https://pspdfkit.com/blog/2018/kotlin-contracts/"" rel=""nofollow noreferrer"">contracts</a> </p>
",0
IllegalArgumentException,Kotlin,environment,77274546,"<p>This is currently not documented – or anyway I couldn't find any documentation – so it's surprisingly hard to find an answer but from what I observed/found:</p>
<ul>
<li><code>@Suppress(&quot;all&quot;)</code> is defined by Detekt: <a href=""https://detekt.dev/docs/introduction/suppressing-rules/"" rel=""nofollow noreferrer"">https://detekt.dev/docs/introduction/suppressing-rules/</a></li>
<li>The Kotlin compiler gives you an indication of the value you should use if you want to suppress a specific warning (e.g., <code>@Suppress(&quot;KotlinConstantConditions&quot;)</code>)</li>
<li>Apparently, <code>@Suppress(&quot;warnings&quot;)</code> disables all warnings, but couldn't find any documentation on this</li>
</ul>
",0
IllegalArgumentException,Kotlin,environment,75441047,"<p>In general you avoid situations like this, by reducing the scope of mutability in your code.</p>
<p>The difference between <code>require</code> and <code>check</code> is mostly a convention. They throw different Exceptions, namely <code>IllegalArgumentException</code> and <code>IllegalStateException</code> respectively. As the type of the Exceptions suggest, former is suited for validating the (user) input to a method whereas the latter is designed to check intermediate states during the runtime.
Exceptions in Kotlin should be handled as such, being an <em>Exception</em> that should not occur regularly. See also the <a href=""https://kotlinlang.org/docs/exceptions.html#checked-exceptions"" rel=""nofollow noreferrer"">Kotlin documentation</a> why there are no checked exceptions in Kotlin.</p>
<p>You did not write the name of your surrounding Kotlin class, thus I'll call it <code>Foo</code> for the time being.
Rather than providing a function on <code>Foo</code>, that mutates the internal state of <code>Foo</code>, you could create new instances of <code>Foo</code> based on the <code>Iterable&lt;Int&gt; / Sequence&lt;Int&gt;</code>. This way, you only ever have an <code>Foo</code> object when its in a valid state.</p>
<pre class=""lang-kotlin prettyprint-override""><code>private class Foo(source: Iterable&lt;Int&gt;) {

    private val elementArray = ArrayList&lt;Int&gt;()
    private val moduleCount: Int

    init {
        var internalCount = 0

        for (count in source) {
            require(count &gt; 0)

            elementArray.add(count)
            internalCount += count
        }

        moduleCount = internalCount

        if (elementArray.size % 2 == 1) {
            elementArray.add(0)
        }

        check(elementArray.size % 2 == 0)
        // ...
    }
}
</code></pre>
<p>Alternatively, if you want / need to keep the interface as described in your question but also avoid the invalid state, you could make use of an intermediate copy.
As you're copying the incoming <code>Iterable&lt;Int&gt; / Sequence&lt;Int&gt;</code> into an <code>ArrayList&lt;Int&gt;</code> I assume you're not working with very large collections.</p>
<pre class=""lang-kotlin prettyprint-override""><code>private class Foo(source: Iterable&lt;Int&gt;) {

    private val elementArray = ArrayList&lt;Int&gt;()
    private var moduleCount = 0

    public fun loadElements(source: Iterable&lt;Int&gt;) {
        val internalCopy = ArrayList&lt;Int&gt;()
        for (count in source) {
            require(count &gt;= 0)
            internalCopy.add(count)
        }

        elementArray.clear()
        for (count in internalCopy) {
            elementArray.add(count)
            moduleCount += count
        }
        
        if (elementArray.size % 2 == 1) {
            elementArray.add(0)
        }
        check(elementArray.size % 2 == 0)
        // ...
    }
}
</code></pre>
",1
IllegalArgumentException,Kotlin,environment,59151072,"<p>Kotlin, unlike Java and many other languages, requires that you explicitly identify a nullable value as nullable or it will throw up a compiler error (as you've discovered). This is done to prevent the dreaded NullPointerException, an effect of the so-called <a href=""https://medium.com/@hinchman_amanda/null-pointer-references-the-billion-dollar-mistake-1e616534d485"" rel=""nofollow noreferrer"">billion dollar mistake</a> (programmers the world over forgetting to check for null before assuming a variable's value is not null, and causing a NPE).</p>

<p>There are three ways to go about handling what you're asking about in Kotlin, and it boils down to a stylistic preference on your part plus a bit about how much code is conditioned upon the null/non-null status of the value. The methods all incorporate a null check.</p>

<p>For purposes of this answer, I'll assume if the latitude property is null, you want to throw an error. But one great thing about explicit nullability in Kotlin is it forces you to think about how you actually want to handle null values (is it an error that halts your code? do you plug in a default value and continue your code? etc.)</p>

<p>First, you can use the traditional <code>if/else</code>. For personal aesthetic reasons, I tend not to use this in Kotlin. I just enjoy using the other methods because they're ""new"" to me, coming from C-like languages, where if/else is old hat.</p>

<pre><code>val myVal: Location? = someValue

if(myVal == null) {
   throw IllegalStateException(""myVal is null"")
} else {
   /* handle the non-null case(s) */
}
</code></pre>

<p>Second, you can use one of the Kotlin <a href=""https://medium.com/@elye.project/mastering-kotlin-standard-functions-run-with-let-also-and-apply-9cd334b0ef84"" rel=""nofollow noreferrer"">scoping functions</a> (they are all used in subtly different ways but are interchangeable for the purposes of your question).</p>

<p><code>myValue.let</code> tells Kotlin to stick <code>myValue</code> into the following code block but renamed to <code>it</code>. But <code>myValue?.let</code> tells Kotlin to do this <em>only if myValue is non-null</em>. If myValue is null, the block of code following <code>let</code> will not execute. If you put a <code>?:</code> and some code after the block of code, that will be run if myValue is null:</p>

<pre><code>val myVal: Location? = someValue

myVal?.let { location -&gt;
   /* handle the non-null case */
} ?: throw IllegalStateException(""myVal is null"")
</code></pre>

<p>In the above, <code>throw ...</code> only executes if myVal is null. If myVal is non-null, it will not throw.</p>

<p>The third option is similar to the second:</p>

<pre><code>val myVal: Location? = someValue

myVal ?: throw IllegalStateException(""myVal is null"")

/* now handle the non-null case */
</code></pre>

<p>Remember the <code>?:</code> from above? That's it again, and it operates the same way: if <code>myVal</code> is null, it will execute what comes to the right of it. In this case, a throw. If this were in a function, you could also do <code>myVal ?: return someDefaultValue</code> for example.</p>

<p>It operates as a type guard and ensures that for any subsequent code, myVal <em>cannot</em> be null (because myVal is immutable and we've now determined it's not null).</p>
",0
IllegalArgumentException,Kotlin,environment,74887779,"<p>Well, it is kinda suggesting what you have to do:</p>
<blockquote>
<p>&quot;Only safe (?.) or non-null asserted (!!.) calls are allowed on a nullable reciever&quot;</p>
</blockquote>
<p>Means that whatever variable you are using, might be null.
So if you tried running</p>
<pre class=""lang-kotlin prettyprint-override""><code>(activity as MainActivity?).enableButtons(buttonState)
</code></pre>
<p>this might end up as:</p>
<pre class=""lang-kotlin prettyprint-override""><code>null.enableButtons(buttonState)
</code></pre>
<p>which (you may already know) will cause a crash</p>
<p>All kotlin is asking for is an alternative (when the variable is in fact <code>null</code>) or a &quot;promise&quot; that the variable is not null (!!)</p>
<p>A simple fix would be just to use:</p>
<pre><code>(activity as MainActivity?)!!.enableButtons(buttonState)
</code></pre>
<p>or just remove <code>?</code> after <code>MainActivity</code></p>
<p>(more on <code>.?</code> and <code>!!</code> you can find here: <a href=""https://stackoverflow.com/questions/44536114/whats-the-difference-between-and-in-kotlin"">What&#39;s the difference between !! and ? in Kotlin?</a>)</p>
",0
